FoodID,FoodName,Alcohol,Carbohydrates,Calcium,Cholesterol,Calories,Kilojules,Fattotal,Glucose,Iron,Lactose,Magnesium,Potassium,Selenium,Sodium,Starchtotal,Sugarstotal,Water,Zinc
W61,"Chocolate, milk chocolate with caramel, Cadbury Caramello, bite size",0,58.79,210.0,30.9,468.37,1962.21,22.69,5.35,1.9,7.8,45,370,0,150,2.04,56.75,5.27,1.1
W67,Pascall party pack,0,77.83,25.0,0,341.02,1448.96,0.3,10.05,0.0,0.7,4.1,14,0,49,14.33,63.5,8.12,0.29
W68,"Chocolate bar, milk chocolate with peanut, Moro, Cadbury",0,56.57,93.0,5.14,435.52,1826.41,19.63,6.4,1.7,3.25,57,290,0,260,8.17,48.4,5.89,1.1
W69,"Syrup, malt",0,67.8,61.0,0,295.95,1257.79,0,3.2,0.96,0,72,320,0,35,6.3,61.5,21.1,0.14
W7,"Chocolate, fancy & filled",0,69.8,92.0,15,464.9,1952.33,18.8,4.8,1.8,1.3,51,240,3.6,60,6.8,63.0,5.7,0.9
W70,Molasses,0,66.3,205.0,0,266.1,1130.8,0.1,11.5,4.72,0,242,1460,0,37,8.5,57.8,25.9,0.29
W71,"Sauce, cranberry, canned, sweetened",0,37.54,4.0,0,152.26,646.92,0.15,17.2,0.22,0,3,26,0.15,29,1.8,35.74,60.65,0.05
W72,"Sauce, barbecue",0,9.76,19.0,0,62.49,263.33,1.8,4.17,0.9,0,18,174,0.87,815,0.41,9.35,80.9,0.2
W73,"Jam, assorted berry fruits, premium",0,64.29,11.0,0,265.31,1126.82,0.6,18.6,0.29,0,9.7,89,0.4,1.8,1.59,62.7,30.55,0.12
W74,"Jam, assorted stone fruits, premium",0,64.56,6.0,0,264.31,1122.72,0.48,20,0.12,0,4.9,120,0,1.7,0.91,63.65,30.05,0.05
W8,Fruit gum,0,57.92,5.0,0,257.68,1095.14,0,6.3,0.1,0,1,8,0,30,1.72,56.2,14,0.0
X10,"Bean, seed vegetable, boiled, drained, haricot",0,15.2,65.0,0,91.8,389.53,0.5,0.1,2.5,0,45,320,0.7,15,14.4,0.8,69.6,1.0
X100,"Potato, root vegetables, stem tuber, flesh, raw, combined cultivars",0,15.44,4.39,0,70.55,299.76,0.06,0.15,0.57,0,22.9,484,0.27,2.54,15.14,0.3,78.17,0.2
X1001,"Baked beans, in tomato sauce, canned, Wattie's",0,12.55,35.0,0,75.6,320.55,0.6,0.8,1.2,0.05,29,280,2.8,470,8.6,3.95,71,0.55
X1002,"Baked beans, in tomato sauce, canned, Pams",0,10.7,41.0,0,68.2,289.1,0.6,0.8,1.1,0.05,25,220,1.6,400,6.75,3.95,75.9,0.47
X1003,"Baked beans, in tomato sauce, canned, Oak",0,10.95,42.0,0,69.2,293.35,0.6,1,1.2,0.05,27,240,0.47,480,8.25,2.7,72.5,0.52
X1004,"Baked beans, in tomato sauce, canned, composite",0,11.95,37.3,0,73.21,310.39,0.6,0.84,1.19,0.05,28,263,2.15,461.5,8.25,3.7,69.7,0.53
X1009,"Lettuce, leafy vegetable, raw, combined varieties",0,1.89,9.2,0,14.76,62.36,0.3,0.5,0.17,0,5.9,170,0.2,2.2,0.79,1.1,96.55,0.07
X101,"Potato, fries, fried in beef dripping, salt added",0,28.66,7.0,10,185.98,782.59,6.26,0.15,1.3,0,33,881,0.35,145,28.1,0.56,56.44,0.6
X1010,"Kumara, root vegetable, root tuber, flesh, boiled, drained, no salt added, combined cultivars",0,13.05,22.0,0,60.4,256.33,0.3,1.05,0.48,0.05,19,350,0.48,18,8.5,4.55,77.4,0.26
X1012,"Puwha, leafy vegetable, raw, Prickly Sow Thistle",0,0.43,100.0,0,19.0,79.67,0.85,0.03,0.89,0.05,28,450,0.2,110,0.23,0.2,90.75,0.87
X1013,"Seaweed, sea vegetable, sheet, toasted, nori",0,2.4,240.0,0,229.4,965.95,7.2,0,20.0,0,360,2800,20,690,2.0,0.4,2.35,4.4
X1014,"Seaweed, wrap from sushi, as purchased, California roll, restaurant",0,7.5,54.0,0,125.76,530.62,3.09,1.2,4.4,0,67,230,20,660,3.2,4.3,57.25,1.8
X1016,"Broccoflower, inflorescent vegetable, frozen, raw",0,2.32,22.0,0,26.76,113.21,0.4,1.22,0.65,0,17,370,0.2,6.1,0.0,2.32,90.15,0.34
X1017,"Broccoflower, inflorescent vegetable, frozen, microwaved",0,2.48,22.0,0,27.63,116.91,0.4,1.22,0.66,0,17,390,0.2,6,0.0,2.48,89.7,0.35
X1018,"Rocket, leafy vegetable, raw",0,0.18,200.0,0,18.1,76.28,0.5,0.13,0.85,0,23,350,0.2,13,0.0,0.18,92.8,0.42
X1019,"Broccoflower, inflorescent vegetable, frozen, boiled, drained, no salt added",0,2.48,22.0,0,23.75,100.44,0.4,1.22,0.74,0,11,220,0.2,4.2,0.0,2.48,91.8,0.19
X102,"Potato, fries, fried in peanut oil, salt added",0,28.11,6.0,0,174.25,733.89,5.34,0.1,1.0,0,31,770,0.35,179,27.48,0.63,58.18,0.6
X1020,"Broccoli, inflorescent vegetable, raw",0,1.75,33.0,0,26.63,112.53,0.5,0.93,0.6,0,18,350,5,7.4,0.0,1.75,89.4,0.47
X1021,"Broccoli, inflorescent vegetable, microwaved",0,1.75,38.0,0,28.73,121.48,0.5,0.93,0.83,0,21,400,5.7,6.9,0.0,1.75,88.45,0.52
X1022,"Broccoli, inflorescent vegetable, boiled, drained, no salt added",0,1.75,32.0,0,23.61,99.7,0.5,0.93,0.57,0,13,180,4.1,4.9,0.0,1.75,91.85,0.28
X1025,"Yam, root vegetable, tuber, flesh, raw, Pacific",0,14.6,8.0,0,64.4,273.7,0,0.2,0.5,0,15,350,0.44,3,13.9,0.7,81,0.4
X1026,"Yam, root vegetable, root tuber, flesh, boiled, drained, no salt added, Pacific",0,11.68,6.46,0,51.54,219.05,0,0.16,0.38,0,11.51,252.56,0.35,2.48,11.12,0.56,84.83,0.3
X1029,"Cloud ear fungus, fungus, dried",0,3.45,159.0,0,57.37,242.91,0.73,0.75,5.88,0,83,754,43.4,35,1.2,2.25,14.8,1.32
X103,"Potato, instant powder, prepared with water",0,14.7,20.0,0,68.6,291.3,0.2,0,0.5,0.5,15,340,0.27,260,14.2,0.5,79.4,0.2
X1030,"Ginger, root vegetable, rhizomes, preserved",0,20.95,45.24,0,83.8,356.15,0,13,0.31,0,28,0,66.1,207.14,1.9,19.05,73.81,0.14
X1031,"Fennel, bulb vegetable, raw, Florence",0,1.8,24.0,0,12.81,54.19,0.2,0.9,0.3,0,8,440,0.7,11,0.1,1.7,94.2,0.5
X1032,"Potato, fries beer batter, frozen, baked, composite",0,24.5,13.5,0,169.42,712.13,6.31,0,0.58,0,30,510,5,280,24.0,0.5,59.9,0.37
X1033,"Potato, fries tempura, frozen, baked, Crunchy Steak Cut Fries, Wattie's",0,24.1,9.4,0,182.7,766.23,8.2,0,0.57,0,20,320,0,410,23.6,0.5,58.6,0.32
X1037,"Potato, wedges lower fat & salt, baked, Wedges Crunchy, Pams",0,24.5,16.1,0,146.67,618.5,3.88,0,0.73,0,30,570,0,33,23.9,0.6,60.5,0.53
X1038,"Cabbage, leafy vegetable, leaves & stem, raw, bok choy",0,1.7,76.0,0,16.4,69.45,0.2,1,0.65,0,13,320,0.6,15.2,0.0,1.7,93.2,0.28
X1039,"Cabbage, leafy vegetable, raw, tat soi",0,0.0,160.0,0,13.1,55.3,0.3,0,1.95,0,30,370,0,5.8,0.0,0.0,93.1,0.55
X104,"Potato, flakes, dry",0,68.29,34.2,0,314.7,1336.46,0.81,0,1.43,0,72.7,1100,4.05,53,68.29,0.0,8.25,1.2
X1040,"Cabbage, leafy vegetable, raw, choy sum",0,0.1,95.0,0,10.0,42.25,0.2,0,0.68,0,12,290,0,12.6,0.1,0.0,94.4,0.33
X1042,"Cucumber, fruit vegetable, unpeeled, raw, apple crystal",0,0.9,28.0,0,6.5,27.5,0.1,0.4,0.3,0,13,100,0,19,0.0,0.9,95.2,0.5
X1043,"Cucumber, fruit vegetable, unpeeled, raw, lebanese",0,1.9,57.0,0,10.25,43.44,0.1,1,0.03,0,10,87,0,19,0.0,1.9,95.6,0.18
X1044,"Gherkin, pickled, in acidified brine, drained, commercial",0,24.4,22.0,0,102.05,433.34,0.3,10.1,0.23,0,8,11,0,520,0.8,23.6,73.4,0.0
X1045,"Spinach, leafy vegetable, raw, English",0,0.0,69.0,0,13.6,57.3,0.4,0,4.4,0,74,710,0,10.6,0.0,0.0,93,0.62
X1046,"Spinach, leafy vegetable, boiled, drained, no salt added, English",0,0.0,88.0,0,14.85,62.61,0.4,0,1.81,0,31,340,0,4.9,0.0,0.0,93.9,0.41
X1047,"Salad, leafy vegetable, raw, Mesclun, composite",0,0.0,150.0,0,12.7,53.6,0.3,0,1.11,0,31,400,0,24,0.0,0.0,93,0.37
X1048,"Capsicum, fruit vegetable, stalk & seeds removed, raw, red",0,5.0,6.3,0,25.55,108.34,0.2,2.3,0.34,0,9.8,210,0,0,0.1,4.9,92.6,0.2
X1049,"Capsicum, fruit vegetable, stalk & seeds removed, raw, green",0,2.9,8.2,0,17.15,72.64,0.2,1.5,0.32,0,8.9,169,0,0,0.1,2.8,93.6,0.16
X1050,"Capsicum, fruit vegetable, stalk & seeds removed, raw, yellow",0,4.9,6.1,0,25.15,106.64,0.2,2.3,0.37,0,9.1,192,0,0,0.1,4.8,92.1,0.21
X1051,"Capsicum, fruit vegetable, stalk & seeds removed, raw, orange",0,4.9,5.3,0,25.15,106.64,0.2,2.3,0.36,0,10.3,220,0,0,0.1,4.8,91.9,0.2
X1052,"Cucumber, fruit vegetable, fruit, unpeeled, raw, telegraph",0,1.9,15.9,0,10.6,45.05,0,0.8,0.16,0,9.7,166,0,1.9,0.1,1.8,96.6,0.12
X1053,"Taro, root vegetable, corm, flesh, raw, combined cultivars",0,24.9,16.9,0,107.55,456.71,0.3,0,0.57,0,39,400,0,0,22.7,2.2,65.1,2.4
X1054,"Kumara, root vegetable, root tuber, flesh, raw, Gold, Toka Toka",0,25.7,22.0,0,109.6,465.55,0.2,0.7,0.5,0,30,410,0,40,16.1,9.6,73.6,0.3
X1055,"Kumara, root vegetable, root tuber, flesh, raw, Orange, Beauregard",0,15.4,19.9,0,67.9,288.33,0.2,2.3,0.38,0,17.2,370,0,12.2,6.2,9.2,83.3,0.22
X1057,"Kumara, root vegetable, root tuber, flesh, raw, red, Owairaka Red",0,18.8,16.0,0,82.09,348.62,0.21,1.1,0.53,0,21,506,0.12,28,13.6,5.2,74.7,0.21
X1058,"Courgette, fruit vegetable, unpeeled, raw, green",0,0.6,18.4,0,11.2,47.35,0.2,0,0.52,0,24,370,0,0,0.0,0.6,94.4,0.5
X1060,"Bean, seed vegetable, dried, boiled, drained, red kidney",0,9.1,34.0,0,72.4,307.08,0.5,0,1.7,0,38,290,0,8,8.5,0.6,71.1,1.0
X1062,"Taro, root vegetable, corm, flesh, baked, combined cultivars",0,24.66,16.74,0,115.1,487.61,1.25,0,0.57,0,38.63,396.18,0,0,22.48,2.18,64.48,2.38
X1063,"Taro, root vegetable, corm, flesh, boiled, combined cultivars",0,24.9,16.9,0,107.55,456.72,0.3,0,0.57,0,39,400,0,0,22.7,2.2,65.1,2.4
X1064,"Kumara, root vegetable, root tuber, flesh, boiled, drained, no salt added, red, Owairaka Red",0,18.81,15.21,0,82.14,348.84,0.21,1.1,0.5,0,19.96,455.69,0.12,26.62,13.61,5.2,74.75,0.2
X107,"Puwha, leafy vegetable, leaves & upper stem, raw, Sow Thistle",0,0.36,59.7,0,17.23,72.53,0.56,0.1,1.29,0,12.2,229,0.2,35.7,0.16,0.2,91.35,0.54
X1073,"Yam, root vegetable, unpeeled, raw, Red, New Zealand",0,12.1,3.4,0,54.7,232.23,0.2,1.1,0.32,0,16.4,350,0,0,7.8,4.3,84.3,0.21
X1074,"Yam, root vegetable, unpeeled, raw, Mellow Yellow, New Zealand",0,10.1,3.4,0,46.95,199.29,0.2,1.3,0.32,0,16.4,350,0,0,5.4,4.7,86.3,0.21
X1075,"Yam, root vegetable, unpeeled, raw, Apricot Delight, New Zealand",0,9.0,3.4,0,41.8,177.4,0.2,1.2,0.32,0,16.4,350,0,0,4.8,4.2,87,0.21
X1076,"Yam, root vegetable, unpeeled, baked without fat, red, New Zealand",0,18.76,5.27,0,84.79,359.99,0.31,1.71,0.5,0,25.42,542.56,0,0,12.09,6.67,75.66,0.33
X1077,"Yam, root vegetable, unpeeled, boiled, drained, no salt added, red, New Zealand",0,12.49,3.34,0,56.48,239.8,0.21,1.14,0.31,0,16.09,325.27,0,0,8.05,4.44,83.83,0.21
X1078,"Tomato, puree, canned, Wattie's",0,6.8,16.7,2.26,35.05,148.71,0.2,2.7,0.47,0,16.9,420,0,240,0.3,6.5,86.9,0.19
X1079,"Tomato, paste, canned, composite",0,10.5,35.0,4.2,60.75,257.56,0.5,4.5,0.99,0,41,900,0.9,270,0.6,9.9,74.2,0.38
X1080,"Tomato, paste, canned, high salt",0,10.18,34.05,4.09,58.84,249.46,0.49,4.38,0.96,0,39.89,875.58,0.88,590,0.6,9.58,74.9,0.37
X1081,"Tomato, paste, canned, low salt",0,10.2,34.19,4.1,58.93,249.83,0.49,4.4,0.97,0,40.05,879.07,0.88,18.3,0.6,9.6,74.8,0.37
X1083,"Eggplant, fruit vegetable, flesh, skin & seed, raw, combined varieties",0,3.2,7.6,0,16.88,71.59,0.1,1.7,0.17,0,11.5,200,0,0,0.1,3.1,92.6,0.12
X1084,"Eggplant, fruit vegetable, flesh, skin & seed, baked with oil, combined varieties",0,5.28,12.54,0,48.16,201.66,2.42,2.81,0.29,0,18.97,329.88,0,0,0.16,5.12,85.53,0.2
X1086,"Eggplant, fruit vegetable, flesh, skin & seed, boiled, drained, no salt added,",0,1.68,6.09,0,10.18,43.14,0.08,0.9,0.14,0,9.22,151.9,0,0,0.08,2.62,93.78,0.1
X1087,"Eggplant, fruit vegetable, flesh, skin & seed, steamed, combined varieties",0,3.3,7.72,0,17.35,73.6,0.1,1.7,0.17,0,11.68,203.2,0,0,0.1,3.15,92.48,0.12
X1088,"Eggplant, fruit vegetable, flesh, skin & seed, fried with oil, combined varieties",0,3.7,8.78,0,261.0,1075.55,26.95,1.96,0.2,0,13.28,231.03,0,0,0.12,3.58,64.62,0.14
X1089,"Mushroom, fungus, whole, stem & cap, fresh, raw, Portobello",0,0.7,0.9,0,14.13,59.66,0.3,0.6,0.19,0,10.4,370,19.7,3.5,0.1,0.6,92.1,0.4
X109,"Pumpkin, fruit vegetable, flesh, raw, Triamble",0,8.48,18.9,0,42.02,178.09,0.4,1.97,0.3,0,11.4,359,0.2,1.43,2.77,5.71,86.95,0.22
X1090,"Mushroom, fungus, whole, stem & cap, baked with oil, Portobello",0,0.98,1.25,0,25.07,105.3,1.02,0.84,0.27,0,14.49,515.4,27.44,4.88,0.14,0.84,88.4,0.56
X1091,"Celery, stem vegetable, stalk, raw, green, American Green",0,1.3,38.0,0,9.18,38.74,0.2,0.7,0.11,0,8.3,340,0,30,0.0,1.3,95,0.06
X1092,"Celery, stem vegetable, stalk, stir fried, green, American Green",0,1.63,47.65,0,31.73,131.74,2.5,0.88,0.14,0,10.41,426.32,0,37.62,0.0,1.63,91.48,0.08
X1093,"Brussels sprout, leafy vegetable, inner leaves, raw, combined varieties",0,6.6,20.0,0,46.0,194.88,0.5,1.3,0.6,0,22,480,2.6,7.7,0.8,5.8,83,0.48
X1094,"Brussels sprout, leafy vegetable, inner leaves, boiled, drained, no salt added",0,5.24,16.92,0,38.4,162.65,0.45,0.9,0.51,0,18.61,363.38,2.32,6.52,0.71,5.17,84.94,0.41
X1095,"Brussels sprout, leafy vegetable, inner leaves, steamed, combined varieties",0,6.46,18.19,0,43.68,185.08,0.45,1.3,0.55,0,20.01,436.53,2.37,7,0.73,5.27,84.54,0.44
X1096,"Beetroot, root vegetable, taproot, canned in water, sliced, drained, composite",0,10.3,12.0,0,46.95,199.29,0.2,3.7,0.41,0,9.2,156,0,220,0.1,10.2,86,0.21
X1097,"Parsnip, root vegetable, taproot, flesh, raw",0,10.3,33.0,0,47.88,203.09,0.3,0.6,0.21,0,23,400,0,2.4,4.4,5.9,82,0.29
X1099,"Parsnip, root vegetable, taproot, flesh, boiled, drained, no salt added",0,9.79,31.11,0,45.79,194.22,0.3,0.5,0.2,0,21.68,357.24,0,2.26,4.7,5.85,82.19,0.27
X11,"Bean, seed vegetable, seed, dried, haricot",0,41.5,180.0,0,265.9,1128.08,1.6,0,6.7,0,180,1160,2.4,43,38.8,2.7,11.3,2.8
X1100,"Parsnip, root vegetable, taproot, flesh, baked without fat",0,14.05,45.6,0,65.44,277.59,0.41,0.83,0.29,0,31.78,552.75,0,3.32,5.9,8.15,75.13,0.4
X1101,"Parsnip, root vegetable, taproot, flesh, steamed",0,11.64,34.83,0,53.6,227.4,0.32,0.7,0.22,0,24.27,422.16,0,2.53,5.1,6.23,81,0.31
X1102,"Cabbage, leafy vegetable, leaves, raw, green drumhead",0,3.9,39.0,0,22.15,93.89,0.2,2,0.26,0,13.3,250,0.4,7.3,0.0,3.9,91.7,0.14
X1103,"Cabbage, leafy vegetable, leaves, boiled, drained, no salt added, green drumhead",0,3.72,35.38,0,21.15,89.64,0.19,1.91,0.24,0,12.06,214.83,0.38,6.62,0.0,3.72,92.11,0.13
X1104,"Cabbage, leafy vegetable, leaves, steamed, green drumhead",0,3.83,38.26,0,21.73,92.12,0.2,1.96,0.26,0,13.05,245.28,0.39,7.16,0.0,3.83,91.86,0.14
X1105,"Asparagus, stem vegetable, stalk, fresh, raw, combined cultivar",0,1.6,19.7,0,18.95,80.29,0.2,0.6,0.39,0,12.2,250,2.1,0,0.0,1.6,92.7,0.56
X1106,"Asparagus, stem vegetable, stalk, fresh, boiled, drained, no salt added, combined cultivar",0,1.68,19.71,0,19.96,84.55,0.21,0.63,0.39,0,12.21,236.94,2.21,0,0.0,1.68,92.35,0.56
X1107,"Asparagus, stem vegetable, stalk, fresh, steamed, combined cultivar",0,1.7,20.9,0,20.11,85.18,0.21,0.64,0.41,0,12.94,265.25,2.23,0,0.0,1.7,92.26,0.59
X1108,"Bean, fruit vegetable, seeds with pod, fresh, raw, green runner or dwarf",0,4.2,48.0,0,27.1,114.93,0.2,1.1,0.67,0,22,260,0.5,0,1.0,3.2,89.2,0.3
X1109,"Bean, fruit vegetable, seeds with pod, fresh, boiled, drained, no salt added,  green runner or dwarf",0,4.08,44.31,0,26.33,111.68,0.19,1.07,0.62,0,20.31,227.39,0.49,0,0.97,3.11,89.54,0.28
X111,"Pumpkin, fruit vegetable, flesh, raw, combined cultivars",0,6.17,20.7,0,31.02,131.51,0.26,1.48,0.31,0,12.8,315,0.2,2.01,2.03,4.14,89.49,0.15
X1110,"Bean, fruit vegetable, seeds with pod, fresh, steamed,  green runner or dwarf",0,4.36,49.78,0,28.1,119.18,0.21,1.14,0.69,0,22.81,269.62,0.52,0,1.04,3.32,88.8,0.31
X1111,"Silverbeet, leafy vegetable, leaves & stems, fresh, raw",0,1.5,60.0,0,17.05,72.21,0.2,0.8,0.68,0,43,500,0,112,0.0,1.5,91.4,0.23
X1112,"Silverbeet, leafy vegetable, leaves & stems, fresh, boiled, drained, no salt added",0,1.41,53.67,0,16.05,67.99,0.19,0.75,0.61,0,38.46,400.14,0,100.18,0.0,1.41,91.99,0.21
X1113,"Silverbeet, leafy vegetable, leaves & stems, fresh, steamed",0,1.5,60.11,0,17.08,72.35,0.2,0.8,0.68,0,43.08,500.92,0,112.21,0.0,1.5,91.39,0.23
X1114,"Carrot, root vegetable, taproot, flesh, fresh, raw, combined varieties",0,6.8,24.0,0,31.5,133.63,0.2,1.4,0.14,0,6.7,174,0.4,41,0.2,6.6,88.9,0.14
X1115,"Carrot, root vegetable, taproot, flesh, fresh, boiled, drained, no salt added, combined varieties",0,7.29,24.44,0,33.76,143.21,0.21,1.5,0.14,0,6.82,167.83,0.43,41.74,0.21,7.07,88.13,0.14
X1116,"Carrot, root vegetable, taproot, flesh, fresh, steamed,  combined varieties",0,7.57,26.71,0,35.05,148.7,0.22,1.56,0.16,0,7.46,193.63,0.45,45.62,0.22,7.34,87.65,0.16
X1117,"Carrot, root vegetable, taproot, flesh, fresh, baked with oil, combined varieties",0,10.8,38.11,0,54.41,230.23,0.8,2.22,0.22,0,10.64,276.33,0.64,65.11,0.32,10.48,81.89,0.22
X1118,"Carrot, root vegetable, taproot, flesh, fresh, stir fried, combined varieties",0,8.54,30.16,0,62.07,260.37,2.75,1.76,0.18,0,8.42,218.63,0.5,51.52,0.25,8.29,83.55,0.18
X1119,"Pumpkin, fruit vegetable, fruit, flesh, fresh, raw, Whangaparaoa crown",0,6.7,25.0,0,34.65,146.76,0.4,1.8,0.36,0,16.5,380,0,0,0.9,5.8,87.4,0.21
X112,"Radish, root vegetable, taproot, flesh & skin, raw",0,2.6,42.0,0,18.65,78.64,0.5,1.5,1.81,0,10.5,229,0.29,56.4,0.0,2.6,93.6,0.38
X1120,"Pumpkin, fruit vegetable, fruit, flesh, fresh, boiled, drained, no salt added, Whangaparaoa crown",0,7.08,25.1,0,36.62,155.1,0.42,1.9,0.36,0,16.57,361.42,0,0,0.95,6.13,86.73,0.21
X1121,"Pumpkin,  fruit vegetable, fruit, flesh, fresh, steamed, Whangaparaoa crown",0,7.49,27.93,0,38.71,163.96,0.45,2.01,0.4,0,18.43,424.53,0,0,1.01,6.48,85.92,0.23
X1122,"Pumpkin, fruit vegetable, fruit, flesh, fresh, baked with oil, Whangaparaoa crown",0,11.45,42.72,0,70.6,297.62,1.95,3.08,0.62,0,28.19,649.27,0,0,1.54,9.91,77.21,0.36
X1124,"Tomato, in tomato juice, plain, canned, undrained, salt added, composite",0,2.54,13.6,0,16.56,70.26,0.1,1,0.75,0,13.8,340,0,44,0.04,2.5,92.8,0.12
X1125,"Tomato, in tomato juice, plain, canned, undrained, no salt added, composite",0,2.54,13.6,0,15.56,66.01,0.1,1,0.75,0,13.8,340,0,6.3,0.04,2.5,93.3,0.12
X1126,"Tomato, in tomato juice, assorted flavours, canned, undrained, salt added, composite",0,2.94,16.4,0,18.31,77.57,0.2,1.2,5.2,0,14.7,340,0,152,0.04,2.9,92.6,0.14
X1127,"Tomato, assorted flavours, canned, undrained, salt added, Wattie's",0,3.2,11.0,0,21.05,88.84,0.5,1.3,0.62,0,10.9,230,0,250,0.3,2.9,90.8,0.11
X1128,"Cauliflower, inflorescent vegetable, fresh, raw, composite",0,1.94,18.4,0,14.61,61.59,0.4,0.7,0.34,0,12.8,310,0.6,7.3,0.14,1.8,92.4,0.24
X1129,"Cauliflower, inflorescent vegetable, boiled, drained, no salt added",0,1.86,16.79,0,11.48,48.64,0.1,0.67,0.31,0,11.68,267.98,0.58,6.66,0.13,1.73,92.74,0.22
X113,"Salsify, root vegetable, taproot, flesh, boiled, drained, no salt added",0,2.7,60.0,0,20.1,85.18,0.2,0,1.2,0,14,180,0.2,8,0.0,2.7,81.2,0.3
X1130,"Onion, bulb vegetable, flesh, fresh, raw, Brown, combined cultivars",0,5.12,24.0,0,27.13,115.18,0.1,1.8,0.2,0,10.4,182,0.7,2.3,0.02,5.1,88.5,0.26
X1131,"Onion, bulb vegetable, flesh, fresh, sauteed with oil, Brown, combined cultivars",0,5.49,25.72,0,44.31,186.08,1.8,1.93,0.21,0,11.15,195.06,0.75,2.47,0.02,5.47,86.13,0.28
X1132,"Spring onion, bulb vegetable, bulb and stalk, fresh, raw",0,2.84,66.0,0,20.66,87.56,0.2,1.1,0.56,0,16.9,200,0.6,1.2,0.04,2.8,90.9,0.16
X1133,"Spring onion, bulb vegetable, bulb and stalk, fresh, sauteed with oil",0,3.14,73.05,0,41.01,171.48,2.24,1.22,0.62,0,18.71,221.37,0.66,1.33,0.04,3.1,87.91,0.18
X1134,"Pea, seed vegetable, frozen, raw, green",0,9.29,27.0,0,67.51,285.79,0.9,0,1.52,0,30,210,0,1.4,4.19,5.1,76.5,0.91
X1135,"Pea, seed vegetable, frozen, boiled, drained, no salt added, green",0,8.25,25.39,0,63.03,266.76,0.89,0,1.43,0,28.21,187.07,0,1.32,4.15,5.05,76.78,0.86
X1136,"Potato, root vegetable, stem tuber, flesh & skin, raw, floury potatoes for baking, frying and mashing, new (April)",0,10.7,8.4,0,51.05,216.84,0.1,0,1.38,0,23,510,1.6,1.1,10.7,0.0,80,0.31
X1137,"Potato, root vegetable, stem tuber, flesh & skin,  baked without oil, no added salt, floury potatoes for baking, frying and mashing, new (April)",0,19.0,12.3,0,89.34,379.48,0.16,0,2.7,0,35,780,2.1,1.7,19.0,0.0,67.67,0.5
X1138,"Potato, root vegetable, stem tuber, flesh, raw, floury potatoes for baking, frying and mashing, new (April)",0,12.2,5.1,0,56.55,240.21,0.1,0,0.48,0,23,510,0.8,1.2,12.2,0.0,80,0.29
X1139,"Potato, root vegetable, stem tuber, flesh, boiled, drained, mashed, no salt added, floury potatoes for baking, frying and mashing, new (April)",0,12.65,5.02,0,58.63,249.06,0.1,0,0.47,0,22.65,475.91,0.83,1.18,12.65,0.0,79.32,0.29
X114,"Sea kale, stem vegetable, stalk, boiled, drained, no salt added",0,0.5,48.0,0,9.55,40.34,0.2,0.2,0.6,0,11,50,0.6,4,0.0,0.5,95.6,0.3
X1141,"Potato, root vegetable, stem tuber, flesh, fried in canola oil, no salt added, floury potatoes for baking, frying and mashing, new (April)",0,17.8,6.0,0,138.96,582.66,6.35,0,0.6,0,29,670,0,1.4,17.8,0.0,64.3,0.45
X1143,"Potato, root vegetable, stem tuber, flesh & skin, raw, waxy, new (April)",0,10.6,5.7,0,49.9,211.95,0.1,0.8,0.6,0,18.7,400,0,0,9.8,0.8,84.2,0.25
X1145,"Potato, root vegetable, stem tuber, flesh & skin, boiled, drained, waxy potato, no salt added, new (April)",0,11.11,5.1,0,52.32,222.21,0.1,0.84,0.44,0,23,370,0,0,10.27,0.84,83.48,0.25
X1146,"Bean, chickpea, seed, in brine, canned, drained, composite",0,11.9,44.0,0,94.5,399.13,2,0,1.37,0,31,160,10.2,156,11.9,0.0,66.6,1.23
X1147,"Bean, red kidney bean, seed, in brine, canned, drained, composite",0,8.7,50.0,0,72.73,307.83,1,0,1.42,0,30,250,2,150,7.7,1.0,72.1,0.79
X1148,"Bean, mixed beans, seed, in brine, canned, drained, composite",0,8.9,51.0,0,72.28,305.92,1,0,1.53,0,32,250,1.9,133,7.7,1.2,69.7,0.87
X1149,"Bean, cannellini bean, seed, in brine, canned, drained, composite",0,8.0,48.0,0,67.98,287.64,1,0,1.31,0,31,250,2.3,210,8.0,0.0,73,0.64
X1150,"Bean, in chilli sauce, seed, canned, undrained, Chilli beans, composite",0,12.4,36.0,0,80.0,338.75,1,1.6,2.0,0,36,360,2.9,230,6.2,6.2,69.5,0.64
X1151,"Tofu, soy bean curd, regular, firm, raw, composite",0,0.0,210.0,0,105.83,441.54,6.6,0,2.0,0,54,153,2,4.5,0.0,0.0,76,1.37
X1152,"Tofu, soy bean curd, regular, firm, stir-fried with oil, no salt added, composite",0,0.0,257.88,0,205.7,855.61,14.9,0,2.46,0,62.41,165.78,2.89,5.85,0.0,0.0,59.3,1.68
X1153,"Tofu, soy bean curd, regular, firm, simmered or pouched, no salt added, composite",0,0.0,190.85,0,127.09,530.4,7.8,0,1.82,0,46.19,122.69,2.14,4.33,0.0,0.0,72.6,1.25
X1154,"Sweet corn, fruit vegetable, kernel, cob & husk removed, fresh, raw, combined cultivars",0,13.28,1.7,0,83.78,353.81,1.8,0.7,0.64,0,33,300,0,0,5.68,7.6,76.1,0.94
